Category,Ad Name,Asset ID,Headline,Problem,Solution,Offer Style,CTA Text,CTA Position,Social Proof,Emotion,Brand,Urgency,Contrast,Color,Human Presence,Headline Number,% Sign,$ Sign,FREE,ALL CAPS
MediaGO,New window carry,26446566,${LOCATION_CITY}: Here's How Much New Windows Should Cost,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Body No Face,N,N,N,N,N
MediaGO,image (8),26446569,${LOCATION_CITY}: How Much Does It Cost To Replace Old Windows?,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Warm,Body No Face,N,N,N,Y,N
MediaGO,image (7),26446567,${LOCATION_CITY}: Here's How Much New Windows Should Cost,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Warm,Body No Face,Y,N,N,N,N
MediaGO,image (8),26446568,Here's How Much New Windows Should Cost In 2025,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Body No Face,N,N,N,N,N
Taboola-Gutters,gutters_v19,4179322549,Here's the Average Price of a 6-Hour Gutter Guards Upgrade,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Body No Face,N,N,N,N,N
Taboola-Gutters,gutters_v16,4179322550,Here's the Average Price of a 6-Hour Gutter Guards Upgrade,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Body No Face,Y,N,N,N,N
Taboola-Gutters,gutters_v20,4179322551,Here's the Average Price of a 6-Hour Gutter Guards Upgrade,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Body No Face,N,N,N,N,N
Taboola-Gutters,gutters_v21,4179322552,${city:capitalized}$: Affordable New Gutter Systems Available in These ZIPs,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Body No Face,N,N,Y,N,N
Taboola-Gutters,gutters_v22,4179322554,${city:capitalized}$: Affordable New Gutter Systems Available in These ZIPs,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Body No Face,N,N,Y,N,N
Taboola-Gutters,gutters_v17,4179322556,${city:capitalized}$: Affordable New Gutter Systems Available in These ZIPs,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Body No Face,N,N,Y,N,N
Taboola-Gutters,gutters_v23,4179322558,The Surprising Cost of a New Gutter System in 2025,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Body No Face,,,,,
Taboola-Gutters,gutters_v18,4179322559,The Surprising Cost of a New Gutter System in 2025,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Body No Face,N,N,Y,N,N
Taboola-Gutters,gutters_v24,4179322562,The Surprising Cost of a New Gutter System in 2025,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Warm,Body No Face,N,N,N,N,N
Taboola-Gutters,gutters_v8,4179364555,Here's the Average Price of a 6-Hour Gutter Guards Upgrade,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Body No Face,N,N,N,N,N
Taboola-Gutters,gutters_v7,4179364556,Here's the Average Price of a 6-Hour Gutter Guards Upgrade,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Body No Face,N,N,N,N,N
Taboola-Gutters,gutters_v9,4179364557,Here's the Average Price of a 6-Hour Gutter Guards Upgrade,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Body No Face,Y,N,N,N,N
Taboola-Gutters,gutters_v10,4179364558,${city:capitalized}$: Affordable New Gutter Systems Available in These ZIPs,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Body No Face,N,N,Y,N,N
Taboola-Gutters,gutters_v11,4179364559,${city:capitalized}$: Affordable New Gutter Systems Available in These ZIPs,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Body No Face,N,N,Y,N,N
Taboola-Gutters,gutters_v12,4179364560,${city:capitalized}$: Affordable New Gutter Systems Available in These ZIPs,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Body No Face,N,N,Y,N,N
Taboola-Gutters,gutters_v13,4179364561,The Surprising Cost of a New Gutter System in 2025,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Body No Face,,,,,
Taboola-Gutters,gutters_v14,4179364562,The Surprising Cost of a New Gutter System in 2025,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Face Subtle,N,N,N,N,N
Taboola-Gutters,gutters_v15,4179364563,The Surprising Cost of a New Gutter System in 2025,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Body No Face,N,N,N,N,N
Taboola-Gutters,gutters_v25,4179411973,Here's the Average Price of a 6-Hour Gutter Guards Upgrade,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Body No Face,Y,N,N,N,N
Taboola-Gutters,gutters_v26,4179412245,The Surprising Cost of a New Gutter System in 2025,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,High,Cool,Body No Face,N,N,N,N,N
Taboola-Gutters,gutters_v27,4179412289,${city:capitalized}$: Affordable New Gutter Systems Available in These ZIPs,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,High,Cool,Body No Face,N,N,Y,Y,N
Taboola-Gutters,gutters_v6,4179414097,Here's the Average Price of a 6-Hour Gutter Guards Upgrade,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Face Subtle,N,N,N,N,N
Taboola-Gutters,gutters_v3,4179414159,${city:capitalized}$: Affordable New Gutter Systems Available in These ZIPs,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Body No Face,N,N,Y,N,N
Taboola-Gutters,gutters_v1,4179414212,The Surprising Cost of a New Gutter System in 2025,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Body No Face,N,N,N,N,N
Taboola-Gutters,gutters_v28,4179429459,Here's the Average Price of a 6-Hour Gutter Guards Upgrade,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Face Subtle,N,N,N,N,N
Taboola-Gutters,gutters_v29,4179429645,Here's the Average Price of a 6-Hour Gutter Guards Upgrade,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Face Subtle,N,N,N,N,N
Taboola-Gutters,gutters_v30,4179429704,${city:capitalized}$: Affordable New Gutter Systems Available in These ZIPs,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Face Subtle,N,N,Y,N,N
Taboola-Gutters,gutters_v2,4179429974,The Surprising Cost of a New Gutter System in 2025,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Face Subtle,,,,,
Taboola-Gutters,gutters_v4,4179430004,${city:capitalized}$: Affordable New Gutter Systems Available in These ZIPs,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Face Subtle,N,N,Y,N,N
Taboola-Gutters,gutters_v5,4179430065,Here's the Average Price of a 6-Hour Gutter Guards Upgrade,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Face Subtle,N,N,N,N,N
Taboola-Windows,windows_v3,4178992969,Here's What Windows Should Cost You in 2025,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Face Subtle,,,,,
Taboola-Windows,windows_v2,4178992968,Here's What Windows Should Cost You in 2025,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Face Subtle,,,,,
Taboola-Windows,windows_v1,4178992967,Here's What Windows Should Cost You in 2025,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Face Subtle,,,,,
Taboola-Windows,windows_v7,4178992973,Here's Why These New Windows Are Trending in ${city:capitalized}$,Outdated,Beauty/Modernization,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,None,N,N,N,N,N
Taboola-Windows,windows_v9,4178992975,Here's Why These New Windows Are Trending in ${city:capitalized}$,Outdated,Beauty/Modernization,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,None,N,N,N,N,N
Taboola-Gutters,gutters_v37,4184294323,The Surprising Cost of a New Gutter System in 2025,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,None,,,,,
Taboola-Windows,windows_v10,4184304813,Here's What Windows Should Cost You in 2025,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,None,,,,,
Taboola-Windows,windows_v8,4178992974,Here's Why These New Windows Are Trending in ${city:capitalized}$,Outdated,Beauty/Modernization,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,None,N,N,N,N,N
Taboola-Gutters,gutters_v33,4184294314,Here's the Average Price of a 6-Hour Gutter Guards Upgrade,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Body No Face,Y,N,N,N,N
Taboola-Gutters,gutters_v34,4184294315,Here's the Average Price of a 6-Hour Gutter Guards Upgrade,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Body No Face,Y,N,N,N,N
Taboola-Gutters,gutters_v35,4184294318,${city:capitalized}$: Affordable New Gutter Systems Available in These ZIPs,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Face Subtle,N,N,Y,N,N
Taboola-Gutters,gutters_v36,4184294319,${city:capitalized}$: Affordable New Gutter Systems Available in These ZIPs,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Body No Face,N,N,Y,N,N
Taboola-Windows,windows_v11,4184304818,Here's What Windows Should Cost You in 2025,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Body No Face,,,,,
Taboola-Windows,windows_v12,4184304819,Here's What Windows Should Cost You in 2025,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Body No Face,,,,,
Taboola-Windows,windows_v16,4184304823,Here's Why These New Windows Are Trending in ${city:capitalized}$,Outdated,Beauty/Modernization,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,None,N,N,N,N,N
Taboola-Windows,windows_v17,4184304824,Here's Why These New Windows Are Trending in ${city:capitalized}$,Outdated,Beauty/Modernization,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,None,N,N,N,N,N
Taboola-Windows,windows_v18,4184304825,Here's Why These New Windows Are Trending in ${city:capitalized}$,Outdated,Beauty/Modernization,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,None,N,N,N,N,N
Taboola-Gutters,gutters_v31,4184295953,Here's the Average Price of a 6-Hour Gutter Guards Upgrade,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,Body No Face,N,N,N,N,N
Taboola-Gutters,gutters_v32,4184295954,${city:capitalized}$: Affordable New Gutter Systems Available in These ZIPs,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,High,Cool,Body No Face,N,N,Y,N,N
Taboola-Windows,windows_v4,4178992970,${city:capitalized}$: How Much Does It Cost To Replace Old Windows?,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,High,Cool,Body No Face,N,N,Y,N,N
Taboola-Windows,windows_v5,4178992971,${city:capitalized}$: How Much Does It Cost To Replace Old Windows?,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,High,Cool,Body No Face,N,N,Y,N,N
Taboola-Windows,windows_v6,4178992972,${city:capitalized}$: How Much Does It Cost To Replace Old Windows?,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,High,Cool,Body No Face,N,N,Y,N,N
Taboola-Windows,windows_v13,4184304820,${city:capitalized}$: How Much Does It Cost To Replace Old Windows?,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,High,Cool,Body No Face,N,N,Y,N,N
Taboola-Windows,windows_v15,4184304822,${city:capitalized}$: How Much Does It Cost To Replace Old Windows?,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,High,Cool,Body No Face,N,N,Y,N,N
Taboola-Windows,windows_v14,4184304821,${city:capitalized}$: How Much Does It Cost To Replace Old Windows?,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,High,Cool,Body No Face,N,N,Y,N,N
Taboola-Windows,windows_v35,4186768078,Here's Why These New Windows Are Trending in ${city:capitalized}$,Outdated,Beauty/Modernization,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,None,N,N,N,N,N
Taboola-Windows,windows_v34,4186768077,Here's Why These New Windows Are Trending in ${city:capitalized}$,Outdated,Beauty/Modernization,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,None,N,N,N,N,N
Taboola-Windows,windows_v31,4186768074,${city:capitalized}$: How Much Does It Cost To Replace Old Windows?,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,None,N,N,N,N,N
Taboola-Windows,windows_v27,4186766302,Here's Why These New Windows Are Trending in ${city:capitalized}$,Outdated,Beauty/Modernization,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,None,N,N,N,N,N
Taboola-Windows,windows_v26,4186766301,Here's Why These New Windows Are Trending in ${city:capitalized}$,Outdated,Beauty/Modernization,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,None,N,N,N,N,N
Taboola-Windows,windows_v25,4186766300,Here's Why These New Windows Are Trending in ${city:capitalized}$,Outdated,Beauty/Modernization,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,None,N,N,N,N,N
Taboola-Windows,windows_v24,4186766299,${city:capitalized}$: How Much Does It Cost To Replace Old Windows?,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,None,N,N,N,N,N
Taboola-Windows,windows_v23,4186766298,${city:capitalized}$: How Much Does It Cost To Replace Old Windows?,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,None,N,N,N,N,N
Taboola-Windows,windows_v22,4186766297,${city:capitalized}$: How Much Does It Cost To Replace Old Windows?,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,None,N,N,N,N,N
Taboola-Windows,windows_v21,4186766296,Here's What Windows Should Cost You in 2025,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,None,N,N,N,N,N
Taboola-Windows,windows_v20,4186766293,Here's What Windows Should Cost You in 2025,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,None,N,N,N,N,N
Taboola-Windows,windows_v19,4186766289,Here's What Windows Should Cost You in 2025,Cost/Price,Affordability,None,Learn More,None,None,Curiosity/Exploratory,No Logo,None,Mid,Cool,None,N,N,N,N,N
